DATA_MC,KOD_WOJ,WOJEWODZTWO,PLEC,WIEK,LICZBA
2024-01,24,WOJ. ŚLĄSKIE,K,43,8
2024-01,24,WOJ. ŚLĄSKIE,K,48,4
2024-01,24,WOJ. ŚLĄSKIE,K,64,1
2024-01,24,WOJ. ŚLĄSKIE,K,45,6
2024-01,24,WOJ. ŚLĄSKIE,K,33,16
2024-01,24,WOJ. ŚLĄSKIE,K,49,4
2024-01,24,WOJ. ŚLĄSKIE,K,30,22
2024-01,24,WOJ. ŚLĄSKIE,K,56,4
2024-01,24,WOJ. ŚLĄSKIE,K,60,3
2024-01,24,WOJ. ŚLĄSKIE,K,51,7
2024-01,24,WOJ. ŚLĄSKIE,K,52,2
2024-01,24,WOJ. ŚLĄSKIE,K,58,1
2024-01,24,WOJ. ŚLĄSKIE,K,19,974
2024-01,24,WOJ. ŚLĄSKIE,K,21,64
2024-01,24,WOJ. ŚLĄSKIE,K,40,10
2024-01,24,WOJ. ŚLĄSKIE,K,44,2
2024-01,24,WOJ. ŚLĄSKIE,K,42,8
2024-01,24,WOJ. ŚLĄSKIE,K,41,10
2024-01,24,WOJ. ŚLĄSKIE,K,47,4
2024-01,24,WOJ. ŚLĄSKIE,K,46,7
2024-01,24,WOJ. ŚLĄSKIE,K,18,53
2024-01,24,WOJ. ŚLĄSKIE,K,28,29
2024-01,24,WOJ. ŚLĄSKIE,K,54,3
2024-01,24,WOJ. ŚLĄSKIE,K,24,39
2024-01,24,WOJ. ŚLĄSKIE,K,31,25
2024-01,24,WOJ. ŚLĄSKIE,K,29,21
2024-01,24,WOJ. ŚLĄSKIE,K,37,10
2024-01,24,WOJ. ŚLĄSKIE,K,53,1
2024-01,24,WOJ. ŚLĄSKIE,K,34,11
2024-01,24,WOJ. ŚLĄSKIE,K,26,28
2024-01,24,WOJ. ŚLĄSKIE,K,25,26
2024-01,24,WOJ. ŚLĄSKIE,K,22,36
2024-01,24,WOJ. ŚLĄSKIE,K,50,4
2024-01,24,WOJ. ŚLĄSKIE,K,61,2
2024-01,24,WOJ. ŚLĄSKIE,K,38,13
2024-01,24,WOJ. ŚLĄSKIE,K,17,1
2024-01,24,WOJ. ŚLĄSKIE,K,59,1
2024-01,24,WOJ. ŚLĄSKIE,K,57,2
2024-01,24,WOJ. ŚLĄSKIE,K,32,15
2024-01,24,WOJ. ŚLĄSKIE,M,45,4
2024-01,24,WOJ. ŚLĄSKIE,M,39,7
2024-01,24,WOJ. ŚLĄSKIE,M,66,1
2024-01,24,WOJ. ŚLĄSKIE,M,57,1
2024-01,24,WOJ. ŚLĄSKIE,M,25,22
2024-01,24,WOJ. ŚLĄSKIE,M,27,24
2024-01,24,WOJ. ŚLĄSKIE,M,48,2
2024-01,24,WOJ. ŚLĄSKIE,M,55,1
2024-01,24,WOJ. ŚLĄSKIE,M,64,1
2024-01,24,WOJ. ŚLĄSKIE,M,17,8
2024-01,24,WOJ. ŚLĄSKIE,M,47,2
2024-01,24,WOJ. ŚLĄSKIE,M,40,9
2024-01,24,WOJ. ŚLĄSKIE,M,50,2
2024-01,24,WOJ. ŚLĄSKIE,M,23,27
2024-01,24,WOJ. ŚLĄSKIE,M,19,1055
2024-01,24,WOJ. ŚLĄSKIE,M,20,172
2024-01,24,WOJ. ŚLĄSKIE,M,31,11
2024-01,24,WOJ. ŚLĄSKIE,M,29,14
2024-01,24,WOJ. ŚLĄSKIE,M,36,10
2024-01,24,WOJ. ŚLĄSKIE,M,44,4
2024-01,24,WOJ. ŚLĄSKIE,M,18,106
2024-01,24,WOJ. ŚLĄSKIE,M,38,9
2024-01,24,WOJ. ŚLĄSKIE,M,37,7
2024-01,24,WOJ. ŚLĄSKIE,M,46,2
2024-01,24,WOJ. ŚLĄSKIE,M,56,1
2024-01,24,WOJ. ŚLĄSKIE,M,24,34
2024-01,24,WOJ. ŚLĄSKIE,M,21,67
2024-01,24,WOJ. ŚLĄSKIE,M,52,1
2024-01,24,WOJ. ŚLĄSKIE,M,35,9
2024-01,24,WOJ. ŚLĄSKIE,M,33,8
2024-01,24,WOJ. ŚLĄSKIE,M,30,9
2024-01,24,WOJ. ŚLĄSKIE,M,49,3
2024-01,24,WOJ. ŚLĄSKIE,M,34,14
2024-01,24,WOJ. ŚLĄSKIE,M,26,20
2024-01,24,WOJ. ŚLĄSKIE,M,16,3
2024-01,24,WOJ. ŚLĄSKIE,M,51,2
2024-01,24,WOJ. ŚLĄSKIE,M,32,9
2024-01,24,WOJ. ŚLĄSKIE,M,42,5
2024-01,24,WOJ. ŚLĄSKIE,M,41,9
2024-01,24,WOJ. ŚLĄSKIE,M,43,7
2024-01,24,WOJ. ŚLĄSKIE,M,22,44
2024-01,24,WOJ. ŚLĄSKIE,M,28,16
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,28,4
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,37,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,66,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,18,45
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,19,251
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,21,12
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,22,6
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,45,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,54,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,41,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,34,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,40,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,44,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,26,6
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,49,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,39,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,29,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,60,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,55,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,30,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,42,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,25,12
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,47,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,32,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,36,6
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,27,9
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,48,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,31,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,63,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,51,4
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,24,6
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,20,36
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,23,9
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,38,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,52,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,61,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,33,4
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,46,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,62,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,50,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,58,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,K,43,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,38,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,31,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,51,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,40,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,16,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,42,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,19,308
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,39,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,20,27
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,60,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,35,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,48,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,17,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,53,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,34,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,21,12
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,22,9
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,47,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,43,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,30,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,36,4
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,41,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,32,4
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,33,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,27,4
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,26,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,29,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,18,61
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,23,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,50,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,25,5
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,56,2
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,46,1
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,28,3
2024-01,26,WOJ. ŚWIĘTOKRZYSTKIE,M,24,9
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,31,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,45,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,18,64
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,42,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,24,7
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,38,4
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,44,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,26,5
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,39,3
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,32,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,19,254
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,22,14
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,61,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,34,8
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,47,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,29,8
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,36,4
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,51,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,48,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,57,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,49,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,40,6
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,28,10
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,41,5
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,37,4
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,30,10
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,23,11
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,27,10
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,56,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,20,32
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,43,4
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,25,11
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,21,16
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,33,6
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,K,58,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,19,286
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,17,8
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,35,3
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,21,19
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,24,9
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,34,3
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,16,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,39,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,50,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,44,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,32,5
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,29,9
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,49,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,41,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,22,17
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,33,5
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,31,7
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,55,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,30,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,42,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,40,2
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,28,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,18,75
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,26,9
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,27,6
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,46,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,38,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,20,35
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,25,10
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,23,4
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,45,1
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,37,3
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,36,4
2024-01,28,WOJ. WARMIŃSKO-MAZURSKIE,M,47,3
2024-01,30,WOJ. WIELKOPOLSKIE,K,43,6
2024-01,30,WOJ. WIELKOPOLSKIE,K,44,7
2024-01,30,WOJ. WIELKOPOLSKIE,K,35,7
2024-01,30,WOJ. WIELKOPOLSKIE,K,20,129
2024-01,30,WOJ. WIELKOPOLSKIE,K,19,845
2024-01,30,WOJ. WIELKOPOLSKIE,K,21,44
2024-01,30,WOJ. WIELKOPOLSKIE,K,23,27
2024-01,30,WOJ. WIELKOPOLSKIE,K,36,5
2024-01,30,WOJ. WIELKOPOLSKIE,K,33,9
2024-01,30,WOJ. WIELKOPOLSKIE,K,42,12
2024-01,30,WOJ. WIELKOPOLSKIE,K,48,3
2024-01,30,WOJ. WIELKOPOLSKIE,K,56,2
2024-01,30,WOJ. WIELKOPOLSKIE,K,66,2
2024-01,30,WOJ. WIELKOPOLSKIE,K,40,5
2024-01,30,WOJ. WIELKOPOLSKIE,K,46,5
2024-01,30,WOJ. WIELKOPOLSKIE,K,26,24
2024-01,30,WOJ. WIELKOPOLSKIE,K,47,5
2024-01,30,WOJ. WIELKOPOLSKIE,K,41,8
2024-01,30,WOJ. WIELKOPOLSKIE,K,45,5
2024-01,30,WOJ. WIELKOPOLSKIE,K,65,1
2024-01,30,WOJ. WIELKOPOLSKIE,K,17,4
2024-01,30,WOJ. WIELKOPOLSKIE,K,60,1
2024-01,30,WOJ. WIELKOPOLSKIE,K,58,1
2024-01,30,WOJ. WIELKOPOLSKIE,K,25,17
2024-01,30,WOJ. WIELKOPOLSKIE,K,29,11
2024-01,30,WOJ. WIELKOPOLSKIE,K,28,15
2024-01,30,WOJ. WIELKOPOLSKIE,K,55,2
2024-01,30,WOJ. WIELKOPOLSKIE,K,37,10
2024-01,30,WOJ. WIELKOPOLSKIE,K,69,1
2024-01,30,WOJ. WIELKOPOLSKIE,K,52,3
2024-01,30,WOJ. WIELKOPOLSKIE,K,31,12
2024-01,30,WOJ. WIELKOPOLSKIE,K,27,15
2024-01,30,WOJ. WIELKOPOLSKIE,K,61,1
2024-01,30,WOJ. WIELKOPOLSKIE,K,59,1
2024-01,30,WOJ. WIELKOPOLSKIE,K,22,35
2024-01,30,WOJ. WIELKOPOLSKIE,K,39,9
2024-01,30,WOJ. WIELKOPOLSKIE,K,24,38
2024-01,30,WOJ. WIELKOPOLSKIE,K,32,12
2024-01,30,WOJ. WIELKOPOLSKIE,K,30,18
2024-01,30,WOJ. WIELKOPOLSKIE,K,18,124
2024-01,30,WOJ. WIELKOPOLSKIE,K,34,15
2024-01,30,WOJ. WIELKOPOLSKIE,K,54,2
2024-01,30,WOJ. WIELKOPOLSKIE,K,38,13
2024-01,30,WOJ. WIELKOPOLSKIE,K,53,3
2024-01,30,WOJ. WIELKOPOLSKIE,K,51,6
2024-01,30,WOJ. WIELKOPOLSKIE,K,49,3
2024-01,30,WOJ. WIELKOPOLSKIE,M,36,8
2024-01,30,WOJ. WIELKOPOLSKIE,M,60,1
2024-01,30,WOJ. WIELKOPOLSKIE,M,41,6
2024-01,30,WOJ. WIELKOPOLSKIE,M,34,8
2024-01,30,WOJ. WIELKOPOLSKIE,M,50,3
2024-01,30,WOJ. WIELKOPOLSKIE,M,53,2
2024-01,30,WOJ. WIELKOPOLSKIE,M,19,900
2024-01,30,WOJ. WIELKOPOLSKIE,M,20,132
2024-01,30,WOJ. WIELKOPOLSKIE,M,32,15
2024-01,30,WOJ. WIELKOPOLSKIE,M,40,5
2024-01,30,WOJ. WIELKOPOLSKIE,M,49,1
2024-01,30,WOJ. WIELKOPOLSKIE,M,27,12
2024-01,30,WOJ. WIELKOPOLSKIE,M,21,52
2024-01,30,WOJ. WIELKOPOLSKIE,M,26,20
2024-01,30,WOJ. WIELKOPOLSKIE,M,54,2
2024-01,30,WOJ. WIELKOPOLSKIE,M,42,7
2024-01,30,WOJ. WIELKOPOLSKIE,M,55,1
2024-01,30,WOJ. WIELKOPOLSKIE,M,25,24
2024-01,30,WOJ. WIELKOPOLSKIE,M,43,7
2024-01,30,WOJ. WIELKOPOLSKIE,M,45,10
2024-01,30,WOJ. WIELKOPOLSKIE,M,37,9
2024-01,30,WOJ. WIELKOPOLSKIE,M,46,3
2024-01,30,WOJ. WIELKOPOLSKIE,M,35,6
2024-01,30,WOJ. WIELKOPOLSKIE,M,57,1
2024-01,30,WOJ. WIELKOPOLSKIE,M,47,2
2024-01,30,WOJ. WIELKOPOLSKIE,M,44,2
2024-01,30,WOJ. WIELKOPOLSKIE,M,22,36
2024-01,30,WOJ. WIELKOPOLSKIE,M,18,157
2024-01,30,WOJ. WIELKOPOLSKIE,M,23,18
2024-01,30,WOJ. WIELKOPOLSKIE,M,29,12
2024-01,30,WOJ. WIELKOPOLSKIE,M,24,14
2024-01,30,WOJ. WIELKOPOLSKIE,M,17,32
2024-01,30,WOJ. WIELKOPOLSKIE,M,28,13
2024-01,30,WOJ. WIELKOPOLSKIE,M,39,5
2024-01,30,WOJ. WIELKOPOLSKIE,M,31,13
2024-01,30,WOJ. WIELKOPOLSKIE,M,30,10
2024-01,30,WOJ. WIELKOPOLSKIE,M,67,1
2024-01,30,WOJ. WIELKOPOLSKIE,M,33,9
2024-01,30,WOJ. WIELKOPOLSKIE,M,38,4
2024-01,30,WOJ. WIELKOPOLSKIE,M,51,1
2024-01,30,WOJ. WIELKOPOLSKIE,M,48,2
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,33,10
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,59,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,51,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,31,10
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,43,4
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,19,244
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,40,8
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,39,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,23,17
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,52,2
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,30,9
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,26,15
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,44,5
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,25,7
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,35,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,63,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,46,2
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,45,2
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,20,46
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,32,8
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,18,16
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,24,5
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,38,5
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,21,30
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,47,5
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,50,2
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,34,8
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,29,2
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,42,4
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,22,12
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,41,8
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,54,3
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,66,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,76,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,36,4
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,27,14
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,28,8
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,53,3
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,K,37,5
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,32,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,29,9
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,26,9
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,36,8
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,46,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,39,2
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,20,67
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,33,3
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,49,2
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,28,8
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,27,3
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,42,3
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,34,3
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,53,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,21,24
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,38,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,18,37
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,37,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,24,8
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,43,5
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,25,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,40,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,47,3
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,30,9
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,19,283
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,41,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,35,10
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,22,13
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,23,9
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,52,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,50,6
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,48,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,17,3
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,44,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,54,1
2024-01,32,WOJ. ZACHODNIOPOMORSKIE,M,31,11
